"region","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Addis Abeba",0.429237072162451,0,0.31680603528435,0,0.541117935455101,0
"Afar",0.279062735324752,0,0.125871240530448,0,0.529325172790525,0
"Amhara",0.388772141479277,32439,0.36326965561513,31002,0.414682231718466,33894
"Benshangul-Gumaz",0.427110425446232,154949,0.409338552261256,150591,0.44505780372571,159313
"Dire Dawa",0.407888443479358,0,0.00015418156288329,0,0.99886595500343,0
"Gambela Peoples",0.313751361368305,96667,0.292744606408019,91028,0.336471474969748,102983
"Harari People",0.378301828853625,0,4.18576528381465e-05,0,0.99920805310157,0
"Oromia",0.426327302715181,1086356,0.344554896412543,1052735,0.548137949330557,1118548
"Somali",0.456403936124599,6919,0.0578580960732629,6748,0.991913995491141,6970
"Southern Nations, Nationalities",0.373667031670371,1948356,0.352963347228587,1781840,0.393370631911646,2106689
"Tigray",0.149245320379173,0,0.10582412668237,0,0.23396819677324,0
"Total",0.396161298707491,3325685,0.242181937047728,3113943,0.609007988687701,3528396
