"region","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Addis Abeba",0.211013320414362,0,0.181372504495499,0,0.243822601443353,0
"Afar",0.150651590811429,0,0.0844038532118347,0,0.265770017288952,0
"Amhara",0.376281555466017,31324,0.35164311843875,30132,0.401380636782586,32532
"Benshangul-Gumaz",0.430009976489637,148782,0.411655453204552,144295,0.448448163171572,153283
"Dire Dawa",0.320353984794678,0,0.000136727580364626,0,0.994693685976446,0
"Gambela Peoples",0.304544912345307,96179,0.28180972260911,90411,0.329843001557476,102791
"Harari People",0.298295352221398,0,4.14620410133727e-05,0,0.996013063150207,0
"Oromia",0.394600820976308,1097122,0.316200252078999,1057960,0.524935347366708,1132503
"Somali",0.374098951476153,6656,0.04196901206545,5859,0.984099376952992,6935
"Southern Nations, Nationalities",0.387637673552527,2094066,0.367317508059122,1941485,0.40667955425374,2229865
"Tigray",0.115900284491213,0,0.0910142855485905,0,0.153942944604946,0
"Total",0.351884496154586,3474129,0.225083173195272,3270143,0.574305220189088,3657907
