"region","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Addis Abeba",0.231867687539537,0,0.192241725691705,0,0.279057628073202,0
"Afar",0.167167262762526,0,0.0883940190474907,0,0.307394253062,0
"Amhara",0.367185140915867,32482,0.341583470086353,31050,0.393428245617312,33935
"Benshangul-Gumaz",0.425196718755609,153527,0.407014680064474,149063,0.443577527475145,158001
"Dire Dawa",0.348478846579432,0,2.75886907707439e-05,0,0.998969412710005,0
"Gambela Peoples",0.317539595821862,107931,0.295305096338762,101663,0.341346089356234,114783
"Harari People",0.317636910667336,0,5.39157243538165e-06,0,0.99923574073162,0
"Oromia",0.424279856604939,1119649,0.356590449147265,1087966,0.548644789961203,1150986
"Somali",0.421350346614327,8698,0.0704402404750916,7738,0.993251682067703,8805
"Southern Nations, Nationalities",0.379844422641508,2065342,0.357321066895566,1885875,0.400688001666372,2224810
"Tigray",0.111289990500866,0,0.083570915075408,0,0.162296478859443,0
"Total",0.372563718182429,3487631,0.242236865784895,3263354,0.585809794801458,3691321
