"region","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Addis Abeba",0.441265914428895,0,0.403092230853753,0,0.479852398882313,0
"Afar",0.231621694124655,0,0.120809828092475,0,0.410840880277242,0
"Amhara",0.435055106730322,34177,0.409055475326,32916,0.461149606105103,35450
"Benshangul-Gumaz",0.431372022443114,147457,0.413193446492452,143115,0.449593835900087,151812
"Dire Dawa",0.369345277356722,0,2.97694188203157e-05,0,0.999324590266609,0
"Gambela Peoples",0.312128001842262,94313,0.291416251628011,88949,0.334890535654968,100453
"Harari People",0.342369422474072,0,5.98791935708271e-06,0,0.999550677693073,0
"Oromia",0.404726098805525,1062434,0.310002151550476,1018180,0.543299072504699,1099755
"Somali",0.373703323765203,6315,0.0316534926616977,4803,0.98979653990236,6896
"Southern Nations, Nationalities",0.381424520547411,1999266,0.360297897136919,1826304,0.401532171616475,2160548
"Tigray",0.135307876364189,0,0.108425708429335,0,0.174836743013342,0
"Total",0.370365550287142,3343962,0.232181943270036,3114267,0.602189811266885,3554912
