"region","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Addis Abeba",0.375639976902269,0,0.338981406732124,0,0.413405307893164,0
"Afar",0.148591967896025,0,0.0843468356896643,0,0.261382202978671,0
"Amhara",0.400287564854513,32359,0.375206211324377,31137,0.42582948444901,33596
"Benshangul-Gumaz",0.400768991647,143753,0.384116468031642,139837,0.417634134109818,147683
"Dire Dawa",0.36183910691632,0,4.93013143290837e-05,0,0.998791455328708,0
"Gambela Peoples",0.29890887067454,91396,0.277992039543885,86068,0.32165101263571,97394
"Harari People",0.344249307884792,0,1.32034282944089e-05,0,0.999263143055231,0
"Oromia",0.433550280133981,1091774,0.355957894057453,1060677,0.560020051285173,1121376
"Somali",0.400121054841385,6928,0.0560182464402513,6774,0.991758475723084,6972
"Southern Nations, Nationalities",0.372616961279656,1934010,0.351886884640952,1764081,0.392626828169483,2097783
"Tigray",0.107471381199899,0,0.0826108639273608,0,0.148660965738382,0
"Total",0.370308905801957,3300220,0.240613417954519,3088574,0.586551202500051,3504804
